cedula,fechaingresoEmpresa,titulo,empresa,tarjetaCredito,nombre,apellido,direccion,correo_electronico,fecha_nacimiento,edad,provinciaNacimiento,genero,marca_tarjetaCredito,salarioAnual
0364512229,2015-04-03,Doctor/a,Soluciones Integrales,2078-7854-3860-4223,Audrey,Navarro,"Unit 3787 Box 2679
DPO AP 36295",jeffrey35@example.org,1970-07-17,53,Cañar,Femenino,Marca no conocida,54000
0365451618,1999-10-04,Doctor/a,Grupo TecnolÃ³gico,2985-6423-4981-3658,Brenda,Stewart,"USNS Hoffman
FPO AE 08528",grosspatricia@example.net,1974-08-10,49,Cañar,Femenino,Marca no conocida,48000
0365848498,2004-06-14,Doctor/a,Desarrollos Innovadores,9927-8530-8637-0538,Ashley,Barker,"95277 Christopher Mount
Robertberg, AS 07090",gschroeder@example.org,1975-05-30,48,Cañar,Femenino,Marca no conocida,47000
0369810050,2012-10-20,Ingeniero/a,Sistemas Avanzados,4795-2767-3347-7249,Nicholas,Villegas,"829 Blackburn Flat Suite 725
West Nicholeport, NV 23449",thompsongary@example.net,1981-03-30,43,Cañar,Masculino,Visa,34000
0369858253,1980-07-25,Arquitecto/a,Desarrollos Innovadores,1528-8555-7476-1633,April,Ho,"093 King Manor
Grayport, OK 19816",stewartkimberly@example.org,1972-05-31,51,Cañar,Femenino,Marca no conocida,26000
0370438580,1980-02-26,Arquitecto/a,Desarrollos Innovadores,8254-8084-6009-0774,Amanda,Gonzalez,"8494 Charles Ridges
Reyesmouth, TX 94202",sheacrystal@example.com,1975-03-11,49,Cañar,Femenino,Marca no conocida,27000
0370991041,2020-04-12,Ingeniero/a,Desarrollos Innovadores,7642-5056-8163-5124,Walter,Reed,"3952 Berry Meadow Apt. 995
East Patricia, TN 19197",campbelldavid@example.com,1977-06-06,46,Cañar,Masculino,Marca no conocida,35000
0375518267,1978-04-14,Ingeniero/a,Sistemas Avanzados,8676-3033-4577-3629,Nicholas,Smith,"82541 Fowler Loaf
East Jeffrey, CT 76425",andreareyes@example.net,1989-12-12,34,Cañar,Masculino,Marca no conocida,31000
0378126665,1995-02-09,Arquitecto/a,Sistemas Avanzados,1564-5659-4222-2073,James,Perez,"2948 Jackson Point
New Edwin, MI 93325",ggreen@example.org,1985-04-09,39,Cañar,Masculino,Marca no conocida,30000
0381833004,2017-01-26,Ingeniero/a,Desarrollos Innovadores,4350-4201-1318-4672,Tina,Morris,"7701 Samantha Manor
North Judith, DC 01944",nelsonsarah@example.org,1981-06-05,42,Cañar,Femenino,Visa,35000
0384241632,1995-02-13,Ingeniero/a,Soluciones Integrales,5038-6560-1336-3709,Laura,Turner,"925 Shields Fords
Tonyport, MN 69728",melissacalderon@example.net,1977-03-25,47,Cañar,Femenino,Marca no conocida,31000
0385044652,1994-03-06,Doctor/a,Grupo TecnolÃ³gico,0638-7085-1904-0741,Danny,Woodard,"28949 Stevens Skyway
New Franklin, ID 15797",lisafreeman@example.net,1973-02-21,51,Cañar,Masculino,Marca no conocida,47000
0385623715,1987-09-09,Arquitecto/a,Soluciones Integrales,4534-5296-6125-8296,Ashley,Moore,"PSC 9416, Box 8251
APO AA 90570",fmcintosh@example.com,1982-08-21,41,Cañar,Femenino,Visa,27000
0386609501,1997-07-11,Ingeniero/a,Grupo TecnolÃ³gico,3880-2299-3212-9400,Jessica,Fitzpatrick,"272 Newman Glen
Annashire, ME 19138",bryan71@example.net,1977-06-12,46,Cañar,Femenino,Marca no conocida,32000
0393132800,2001-08-02,Doctor/a,Desarrollos Innovadores,3895-4705-1511-6094,Matthew,Fields,"35264 Julie Shore
Suarezshire, WI 98846",jthomas@example.org,1983-04-18,41,Cañar,Masculino,Marca no conocida,46000
0393404252,1989-10-24,Doctor/a,Desarrollos Innovadores,4099-2881-1650-1240,Cynthia,Mathis,"963 Lawrence Hills
South Teresa, NH 02769",lisa63@example.com,1983-02-25,41,Cañar,Femenino,Visa,55000
0397650854,1994-09-29,Doctor/a,Grupo TecnolÃ³gico,7168-6220-5685-0233,John,Wright,"3477 Patrick Bridge Apt. 740
Dominicstad, IA 08222",jeannetrujillo@example.org,1983-09-26,40,Cañar,Masculino,Marca no conocida,46000
0398277517,1966-09-16,Doctor/a,Desarrollos Innovadores,2889-5387-7665-5792,Matthew,Cohen,"90514 Vasquez Parks Apt. 447
North Victoria, MN 91718",orivera@example.net,1984-09-05,39,Cañar,Masculino,Marca no conocida,56000
0398518356,1963-10-25,Ingeniero/a,Grupo TecnolÃ³gico,9690-0829-7959-1305,Lisa,Brown,"631 Mitchell Crest Suite 324
Port Thomas, GA 40649",xsmith@example.net,1987-10-03,36,Cañar,Femenino,Marca no conocida,31000
0400805181,2010-04-11,Ingeniero/a,Soluciones Integrales,8235-1143-3630-0586,Albert,Moore,"36391 Tamara Loaf
New Leonard, DE 93411",jeffreywood@example.com,1977-01-29,47,Carchi,Masculino,Marca no conocida,31000
0408064785,1993-03-27,Licenciado/a,Desarrollos Innovadores,3660-7875-1534-3022,Walter,Stone,"Unit 3738 Box 7152
DPO AA 52746",jennifer66@example.net,1988-01-06,36,Carchi,Masculino,Marca no conocida,21000
0410779758,1965-02-02,Ingeniero/a,Grupo TecnolÃ³gico,4040-8252-9351-5146,Tina,Bryan,"3553 Gloria Forest
Bakerfurt, KS 99941",whitneytamara@example.com,1970-05-08,54,Carchi,Femenino,Visa,34000
0410895437,2013-04-28,Licenciado/a,Soluciones Integrales,5535-7655-5938-0820,Zachary,Perez,"55721 Randolph Union Suite 712
Doyleside, GU 57513",michelle11@example.net,1975-03-16,49,Carchi,Masculino,MasterCard,20000
0411081850,1991-10-03,Ingeniero/a,Soluciones Integrales,4731-3369-2343-7718,Daniel,Allen,"0190 Cook Locks Suite 403
Port Paige, MO 44689",dgomez@example.org,1970-10-30,53,Carchi,Masculino,Visa,33000
0413259170,1971-01-02,Doctor/a,Desarrollos Innovadores,4518-6028-0878-6433,John,Davis,"9403 Owens Crossroad
Port Robert, NJ 22535",tiffany17@example.com,1987-12-15,36,Carchi,Masculino,Visa,45000
0417857647,2017-03-02,Arquitecto/a,Sistemas Avanzados,8340-2278-0690-6069,Nathaniel,Cook,"093 Benjamin Harbors Suite 005
West Zacharyburgh, CA 44351",jasonhernandez@example.net,1984-10-09,39,Carchi,Masculino,Marca no conocida,28000
0421451274,1960-01-29,Ingeniero/a,Soluciones Integrales,3797-3041-4526-4423,Jack,Green,"853 Wheeler Square Suite 250
Jenniferhaven, IA 75168",saraflores@example.org,1981-05-20,43,Carchi,Masculino,Marca no conocida,31000
0426698398,1985-04-16,Arquitecto/a,Soluciones Integrales,9646-2450-4424-6649,Philip,Poole,"3916 Gonzalez Turnpike Suite 662
West Teresatown, GU 82821",edavis@example.org,1977-12-21,46,Carchi,Masculino,Marca no conocida,28000
0432520517,2000-06-17,Licenciado/a,Grupo TecnolÃ³gico,5417-3975-5818-2286,Jessica,Morgan,"73404 Alvin Track
Lake Kirstenmouth, MI 10084",daniellepreston@example.net,1976-12-03,47,Carchi,Femenino,MasterCard,24000
0439521998,2005-11-26,Ingeniero/a,Desarrollos Innovadores,5778-2236-3307-3505,William,Lee,"496 Wright Mill Apt. 002
South Lisa, WY 27842",carteranna@example.net,1981-12-05,42,Carchi,Masculino,Marca no conocida,33000
0448262354,1988-02-02,Licenciado/a,Grupo TecnolÃ³gico,4009-7896-0530-5969,Brian,Smith,"28915 Forbes Turnpike
East Meganport, ME 16359",kenneth28@example.org,1983-08-11,40,Carchi,Masculino,Visa,24000
0453349294,1998-01-18,Doctor/a,Desarrollos Innovadores,9774-1064-4362-8229,Keith,Miller,"6728 Anderson Roads
Kimberlyberg, WA 12906",akent@example.net,1976-02-29,48,Carchi,Masculino,Marca no conocida,56000
0455068712,1970-04-20,Doctor/a,Desarrollos Innovadores,3494-9834-1527-0223,Benjamin,Garner,"05361 Kristina Drive
Gibbsside, NV 11364",john28@example.org,1981-01-06,43,Carchi,Masculino,Marca no conocida,46000
0458480773,2009-02-22,Arquitecto/a,Sistemas Avanzados,0226-6174-3805-5891,Christina,Gibson,"282 Rebecca Knolls Suite 987
New Anthony, DE 40397",kelly11@example.com,1984-01-15,40,Carchi,Femenino,Marca no conocida,28000
0461868772,1968-09-07,Doctor/a,Soluciones Integrales,3245-1977-5947-4057,Nathan,Lambert,"52534 Thomas Estates
Mitchellmouth, NJ 15068",patricia75@example.net,1980-06-17,43,Carchi,Masculino,Marca no conocida,36000
0462551426,2017-03-02,Arquitecto/a,Sistemas Avanzados,0991-5638-6086-2181,Jacob,Berger,"39310 Hunt Roads Suite 911
South Joel, GU 16870",jacquelineperez@example.org,1978-06-06,45,Carchi,Masculino,Marca no conocida,26000
0463906987,2005-04-24,Ingeniero/a,Soluciones Integrales,1056-6137-8275-6623,Brandon,Harper,"20049 Gomez Glens Suite 486
North Brittany, MI 13708",mayerglenn@example.net,1973-07-28,50,Carchi,Masculino,Marca no conocida,30000
0470137619,2016-04-28,Ingeniero/a,Grupo TecnolÃ³gico,9774-0175-4368-0212,Anthony,Williams,"017 Perez Ferry
South Brenthaven, GU 13430",joshuaramirez@example.org,1978-03-09,46,Carchi,Masculino,Marca no conocida,33000
0471507802,1963-03-15,Licenciado/a,Grupo TecnolÃ³gico,4979-6639-4605-2470,Brandon,Smith,"973 Peterson Highway Apt. 845
South Meghan, MD 87728",qsmith@example.com,1989-03-21,35,Carchi,Masculino,Visa,22000
0473473883,1986-05-02,Ingeniero/a,Sistemas Avanzados,7802-9563-2741-8727,Vanessa,Farmer,"988 Michael Lock Apt. 646
South Jeanetteshire, HI 18201",christianchavez@example.com,1976-06-23,47,Carchi,Femenino,Marca no conocida,31000
0473905266,2013-03-04,Ingeniero/a,Desarrollos Innovadores,8898-3311-0552-7798,Anna,Rosario,"70942 William Branch
East Victoriastad, ND 60459",juan62@example.org,1983-12-28,40,Carchi,Femenino,Marca no conocida,35000
0477467133,1988-07-29,Licenciado/a,Desarrollos Innovadores,1766-1840-6516-6678,Gary,Goodwin,"0643 Troy Ville
Lake Manuel, LA 63639",jennifer69@example.net,1974-02-12,50,Carchi,Masculino,Marca no conocida,22000
0482148320,1960-01-11,Arquitecto/a,Grupo TecnolÃ³gico,2407-9321-7958-4496,Jesse,Green,"69551 Courtney Neck
Andreafort, OR 24236",allisonmegan@example.org,1975-09-28,48,Carchi,Masculino,Marca no conocida,27000
0483681501,1964-06-21,Ingeniero/a,Desarrollos Innovadores,9511-7033-9067-4704,Andrew,Martinez,"27063 Cruz Fall Apt. 814
Colefurt, MS 31124",nstevenson@example.net,1977-03-16,47,Carchi,Masculino,Marca no conocida,33000
0484427607,2020-05-15,Arquitecto/a,Sistemas Avanzados,2848-8763-0651-8774,Christopher,Duncan,"933 Benson Run
Alvarezborough, VA 47930",erikanderson@example.net,1987-07-26,36,Carchi,Masculino,Marca no conocida,27000
0485379179,1992-01-01,Ingeniero/a,Grupo TecnolÃ³gico,5245-5790-5751-9530,Andrew,Thomas,"61135 Gibbs Springs Apt. 462
Lake Jenniferville, GA 69756",rachelhanna@example.com,1970-01-10,54,Carchi,Masculino,MasterCard,35000
0489174870,2017-10-30,Licenciado/a,Sistemas Avanzados,6400-2337-8769-3781,Mandy,Cooley,"665 Elizabeth Plaza Apt. 801
New Lauraton, SD 39749",elizabethrobinson@example.org,1973-08-23,50,Carchi,Femenino,Marca no conocida,24000
0489763582,2020-08-26,Licenciado/a,Soluciones Integrales,9889-4991-9215-9739,Douglas,Cole,"622 Samuel Walk Suite 198
West Crystal, VI 34287",jose38@example.org,1990-08-18,33,Carchi,Masculino,Marca no conocida,24000
0490961799,1984-07-11,Licenciado/a,Sistemas Avanzados,4853-5265-8370-7017,Steven,Johnson,"830 Webb Springs Suite 927
East Rachel, ND 70820",leonchristopher@example.com,1971-07-10,52,Carchi,Masculino,Visa,23000
0496982484,1995-06-06,Ingeniero/a,Desarrollos Innovadores,7339-1041-7266-0106,Kristen,Evans,"524 Samuel Radial
East David, WI 83121",thomasrobert@example.net,1978-11-11,45,Carchi,Femenino,Marca no conocida,32000
0499718296,2005-07-02,Arquitecto/a,Soluciones Integrales,1341-7919-0075-3813,Julia,Henson,"8138 Mcpherson Trafficway
West Heather, AK 45479",riveraamanda@example.net,1975-09-17,48,Carchi,Femenino,Marca no conocida,29000
0501455748,1974-04-24,Doctor/a,Soluciones Integrales,8099-5807-4634-7983,Jessica,Luna,"3713 Bradley Throughway
Erinville, MN 74262",williamsdiana@example.com,1972-06-06,51,Cotopaxi,Femenino,Marca no conocida,48000
0502322411,2000-02-17,Ingeniero/a,Grupo TecnolÃ³gico,0488-1101-8333-2711,Michael,Brown,"87945 Gary Trail Suite 780
Abigailfort, MN 10393",fbruce@example.com,1977-07-25,46,Cotopaxi,Masculino,Marca no conocida,34000
0505763706,2002-03-16,Ingeniero/a,Soluciones Integrales,6305-9741-4718-4676,Juan,Scott,"69507 Hernandez Grove
North Rachel, OH 87254",uvasquez@example.net,1980-03-03,44,Cotopaxi,Masculino,Marca no conocida,32000
0506411750,1961-05-09,Ingeniero/a,Soluciones Integrales,9558-9080-4481-8795,Tiffany,Hodges,"61794 Lynch Heights Suite 238
Samuelborough, MT 33783",vbass@example.com,1973-02-25,51,Cotopaxi,Femenino,Marca no conocida,32000
0508073065,1985-11-14,Licenciado/a,Grupo TecnolÃ³gico,5415-9721-7079-5712,Joseph,Fernandez,"51341 David Garden
Ronaldshire, KS 44656",nancyhorn@example.net,1971-09-16,52,Cotopaxi,Masculino,MasterCard,21000
0510583631,1976-04-19,Licenciado/a,Grupo TecnolÃ³gico,8037-9593-1018-7073,Ross,Delgado,"2095 Aguilar Corners Suite 784
Matthewtown, NE 62119",kingjenna@example.com,1980-05-30,43,Cotopaxi,Masculino,Marca no conocida,21000
0512074626,2015-12-11,Ingeniero/a,Soluciones Integrales,7478-8925-5091-0657,Brian,Smith,"075 Scott Drive
South Nicholas, OK 91704",deborahfrey@example.com,1989-06-02,34,Cotopaxi,Masculino,Marca no conocida,32000
0521820188,2012-06-21,Arquitecto/a,Grupo TecnolÃ³gico,0126-1793-4341-9938,Russell,Mccall,"103 Terrell Alley
New Dakotafurt, OR 95584",alexanderlaura@example.net,1975-12-23,48,Cotopaxi,Masculino,Marca no conocida,26000
0524805491,2010-07-22,Arquitecto/a,Desarrollos Innovadores,7456-0128-1089-8965,Jon,Jenkins,"1059 Lance Burg Apt. 204
Barkerchester, DC 18130",scottharris@example.com,1986-06-14,37,Cotopaxi,Masculino,Marca no conocida,26000
0531830781,1990-05-08,Licenciado/a,Sistemas Avanzados,3159-0860-7633-3846,Hannah,Short,"Unit 9100 Box 8093
DPO AA 62674",kevin10@example.net,1984-06-08,39,Cotopaxi,Femenino,Marca no conocida,21000
0533027296,1989-06-17,Arquitecto/a,Desarrollos Innovadores,1544-7512-7817-9835,Marisa,Davis,"53641 Olson Mount
Andreside, GA 21516",kmiller@example.net,1987-09-29,36,Cotopaxi,Femenino,Marca no conocida,27000
0533720812,2010-04-29,Ingeniero/a,Sistemas Avanzados,7579-9594-6026-5570,Patricia,Mcmillan,"330 Ryan Shoals Suite 764
Reevesfort, GA 12403",victoraguirre@example.com,1985-05-07,39,Cotopaxi,Femenino,Marca no conocida,31000
0535254040,1983-06-28,Arquitecto/a,Grupo TecnolÃ³gico,8218-4154-2066-0561,Raymond,Gardner,"5407 Best Point Suite 156
Whiteview, NH 61956",johnsanders@example.net,1981-07-09,42,Cotopaxi,Masculino,Marca no conocida,25000
0537080745,1961-10-21,Licenciado/a,Desarrollos Innovadores,7260-8982-4906-4150,Rhonda,Bowers,"PSC 1757, Box 8743
APO AA 08493",francisdanielle@example.net,1982-06-22,41,Cotopaxi,Femenino,Marca no conocida,24000
0537450676,2000-02-19,Doctor/a,Soluciones Integrales,9237-4930-6215-2651,Courtney,Grant,"86035 Kemp Ports
North Rachel, MD 32011",kristenschroeder@example.com,1990-10-16,33,Cotopaxi,Femenino,Marca no conocida,53000
0539133375,2005-02-19,Ingeniero/a,Sistemas Avanzados,6028-1957-3883-6651,Johnny,Burton,"649 Espinoza Junctions
Travischester, AK 51018",jessicawhite@example.com,1975-07-02,48,Cotopaxi,Masculino,Marca no conocida,30000
0541615138,1989-11-28,Ingeniero/a,Grupo TecnolÃ³gico,2059-1468-4395-7502,Molly,Mitchell,"81068 Adkins Crossroad Suite 186
Santosbury, MT 06613",brobinson@example.net,1989-12-18,34,Cotopaxi,Femenino,Marca no conocida,33000
0541673316,1993-10-25,Arquitecto/a,Desarrollos Innovadores,4967-5501-8572-8295,Katherine,Becker,"8984 Beverly Mills
New Todd, AR 19652",dannywalsh@example.net,1977-07-17,46,Cotopaxi,Femenino,Visa,28000
0541736818,1998-06-18,Ingeniero/a,Soluciones Integrales,4915-5577-0429-4848,Megan,Kirby,"8385 Nelson Lane Suite 070
North Juliestad, VT 97414",johngonzalez@example.com,1988-08-29,35,Cotopaxi,Femenino,Visa,34000
0544254976,1970-01-17,Ingeniero/a,Sistemas Avanzados,3605-0233-0884-3272,Jason,Watson,"79934 Kelsey Square Suite 053
Fernandobury, MA 46836",ericperkins@example.net,1982-06-08,41,Cotopaxi,Masculino,Marca no conocida,31000
0548184800,2016-07-10,Licenciado/a,Sistemas Avanzados,3326-8262-7976-5842,Kent,Nelson,"317 Lowe Lake
Gabrielaside, DE 41434",olsonkenneth@example.com,1978-02-11,46,Cotopaxi,Masculino,Marca no conocida,22000
0548231546,1990-03-14,Licenciado/a,Soluciones Integrales,0591-3693-8759-6265,Michael,Cantrell,"USS Hodges
FPO AE 10617",travis27@example.org,1985-10-27,38,Cotopaxi,Masculino,Marca no conocida,21000
0556870024,1961-09-09,Licenciado/a,Grupo TecnolÃ³gico,2826-4446-6552-6419,Deborah,Jennings,"4285 Taylor Trafficway
Cynthiafurt, OR 69381",bradley30@example.net,1976-01-29,48,Cotopaxi,Femenino,Marca no conocida,24000
0557811779,2014-07-15,Licenciado/a,Desarrollos Innovadores,5718-4492-4232-3369,Taylor,Davis,"Unit 7707 Box 1105
DPO AA 28782",douglaslee@example.net,1983-07-27,40,Cotopaxi,Masculino,Marca no conocida,22000
0569859260,2016-03-17,Ingeniero/a,Soluciones Integrales,1798-4946-8873-8623,Kelly,Haley,"90518 Sullivan Lane
West Cole, AS 85185",joseph20@example.org,1990-10-05,33,Cotopaxi,Femenino,Marca no conocida,31000
0575762613,2011-10-04,Licenciado/a,Grupo TecnolÃ³gico,7397-1908-7508-4302,Victoria,Rodriguez,"82936 David Run Apt. 594
Lake Jonathanport, GU 20737",asaunders@example.com,1986-04-13,38,Cotopaxi,Femenino,Marca no conocida,25000
0575775991,1962-01-19,Ingeniero/a,Soluciones Integrales,9076-1044-8555-9621,Debra,Singleton,"217 Rhodes Oval
Andrewview, HI 86111",mcarter@example.org,1970-06-08,53,Cotopaxi,Femenino,Marca no conocida,34000
0576459894,2012-07-17,Ingeniero/a,Sistemas Avanzados,7370-7276-9313-2490,William,Davis,"8975 Smith Highway Suite 592
Martinview, DE 60966",kathrynlarsen@example.org,1989-02-09,35,Cotopaxi,Masculino,Marca no conocida,33000
0577199203,1986-05-12,Doctor/a,Soluciones Integrales,3546-8592-3872-8470,Matthew,Monroe,"Unit 7745 Box 5410
DPO AE 04755",djoseph@example.com,1984-05-02,40,Cotopaxi,Masculino,Marca no conocida,51000
0578866063,2014-12-24,Licenciado/a,Grupo TecnolÃ³gico,3776-4850-4673-4336,Aaron,Johnston,"09465 Ross Station Apt. 189
East Carolynport, ND 33062",destiny43@example.net,1980-11-15,43,Cotopaxi,Masculino,Marca no conocida,24000
0581753774,2018-01-23,Arquitecto/a,Desarrollos Innovadores,6672-1182-6760-9257,Michael,Tucker,"Unit 9279 Box 7863
DPO AE 14761",anthonyharris@example.net,1972-02-25,52,Cotopaxi,Masculino,Marca no conocida,27000
0585156213,1973-07-22,Arquitecto/a,Grupo TecnolÃ³gico,4950-1947-2777-1496,Timothy,Castillo,"347 Rachel Harbors
North Daniel, AS 05065",james15@example.com,1989-01-05,35,Cotopaxi,Masculino,Visa,25000
0585839585,1970-06-12,Licenciado/a,Grupo TecnolÃ³gico,8587-2168-2200-5791,Stephanie,Myers,"5868 George Station
Toddchester, AS 20619",ashlee17@example.net,1982-11-24,41,Cotopaxi,Femenino,Marca no conocida,21000
0588507567,2018-09-23,Doctor/a,Grupo TecnolÃ³gico,8648-7304-1491-5526,Carl,Wheeler,"676 Austin Drive
Lake Robertside, SC 69193",dawn72@example.com,1970-05-14,54,Cotopaxi,Masculino,Marca no conocida,53000
0592797125,2014-04-27,Licenciado/a,Grupo TecnolÃ³gico,6813-8276-6535-3958,Eduardo,Knight,"244 Garcia Stream Apt. 281
Darrenshire, WV 10001",yzhang@example.net,1990-10-06,33,Cotopaxi,Masculino,Marca no conocida,24000
0600139580,2002-10-22,Arquitecto/a,Grupo TecnolÃ³gico,6971-2926-3632-1158,Felicia,Cook,"966 Amanda Junctions
New Brittanychester, MD 63442",lopezkristin@example.org,1972-04-06,52,Chimborazo,Femenino,Marca no conocida,26000
0602152641,2018-01-31,Doctor/a,Soluciones Integrales,8493-8425-6733-3319,Amanda,Boyle,"725 Tate Station
Stricklandhaven, LA 63960",jeffreymartinez@example.com,1989-11-02,34,Chimborazo,Femenino,Marca no conocida,59000
0602525661,1967-08-26,Licenciado/a,Grupo TecnolÃ³gico,1244-4444-8099-5193,Miguel,Ramsey,"2330 Amanda Place Suite 654
Lake Mark, VT 11233",boyerbryan@example.org,1981-09-26,42,Chimborazo,Masculino,Marca no conocida,24000
0603149947,2015-03-04,Ingeniero/a,Grupo TecnolÃ³gico,9031-3123-8123-6448,Angie,Walker,"35638 Matthew Circle Apt. 922
Smithside, DC 58399",adamsloretta@example.com,1983-03-28,41,Chimborazo,Femenino,Marca no conocida,34000
0603928971,1969-08-13,Arquitecto/a,Soluciones Integrales,7013-2130-9039-1999,Nicole,Tran,"Unit 0667 Box 2990
DPO AP 03211",armstronghaley@example.org,1974-07-02,49,Chimborazo,Femenino,Marca no conocida,25000
0610514929,2014-10-20,Licenciado/a,Sistemas Avanzados,0573-0555-4056-4373,Patricia,Lopez,"330 Marcus Lodge
Grayside, MO 92922",leeamanda@example.com,1979-12-19,44,Chimborazo,Femenino,Marca no conocida,21000
0610982944,1980-12-09,Doctor/a,Desarrollos Innovadores,5337-8321-7406-9892,Whitney,Campbell,"21790 Burton Fields Suite 556
West Jesseside, MN 18139",moranemma@example.org,1979-11-14,44,Chimborazo,Masculino,MasterCard,47000
0611419320,2004-07-11,Ingeniero/a,Soluciones Integrales,4415-1095-6788-5337,Kristy,Perez,"698 Frank Circles Apt. 288
Garciaburgh, CO 21118",donaldkelly@example.com,1985-07-10,38,Chimborazo,Femenino,Visa,35000
0612170956,2005-05-31,Arquitecto/a,Soluciones Integrales,6720-3339-6431-3917,Heather,Torres,"952 Christopher Inlet
Drakefurt, NC 89633",loganhawkins@example.com,1988-03-03,36,Chimborazo,Femenino,Marca no conocida,27000
0613080461,1962-01-08,Arquitecto/a,Grupo TecnolÃ³gico,1774-4370-3635-1108,Vicki,Hancock,"40817 Michael Forges Apt. 919
New Nathanielmouth, AR 85446",kiara06@example.net,1974-12-11,49,Chimborazo,Femenino,Marca no conocida,28000
