cedula,fechaingresoEmpresa,tituloTercerNivel,nombreEmpresa,numeroTarjetaCredito,nombre,apellido,direccion,correo_electronico,fecha_nacimiento,edad,provinciaNacimiento,genero,marca_tarjetaCredito,ingresoAnual
1063382698,1993-04-23,Arquitecto/a,Grupo Tecnológico,9873-8187-6986-9211,Richard,Larson,"37700 Barbara Knolls Apt. 583
Boothport, MI 64903",williamsjames@example.org,1970-10-07,53,Imbabura,Masculino,Marca no conocida,25000
0548231546,1990-03-14,Licenciado/a,Soluciones Integrales,0591-3693-8759-6265,Anthony,Brown,"2851 Don Prairie Apt. 898
New Mary, MD 63815",jessica59@example.org,1990-07-22,33,Cotopaxi,Masculino,Marca no conocida,25000
0204067177,2004-03-15,Arquitecto/a,Grupo Tecnológico,6550-8563-1002-1706,Sandra,Greene,"600 Christine Track Apt. 657
Stevenland, NM 13271",kallen@example.net,1980-09-16,43,Bolivar,Femenino,Discover,30000
0370438580,1980-02-26,Arquitecto/a,Desarrollos Innovadores,8254-8084-6009-0774,Alyssa,Mccoy,"689 Williams Fall
West Patrickland, NY 35381",boydcarly@example.net,1976-05-04,48,Cañar,Femenino,Marca no conocida,26000
2258863788,1989-02-21,Arquitecto/a,Soluciones Integrales,4692-6731-9838-9329,Dale,Fox,"73804 Duncan Gateway Apt. 090
East Michaelchester, PA 48760",vargasaaron@example.org,1979-05-19,45,Orellana,Masculino,Visa,26000
2156556468,1970-11-12,Licenciado/a,Desarrollos Innovadores,3195-7906-2787-0966,William,Weaver,"5775 Hoffman Trafficway Apt. 452
Dawnberg, KY 96724",julia88@example.com,1984-07-10,39,Sucumbíos,Masculino,Marca no conocida,21000
1742630551,1997-01-27,Doctor/a,Grupo Tecnológico,4667-0815-3251-3609,Robin,James,"483 Weaver Squares
Shermanmouth, FL 96477",hamiltonwilliam@example.net,1977-01-08,47,Pichincha,Masculino,Visa,35000
0721754310,2015-08-27,Doctor/a,Desarrollos Innovadores,3741-4004-1086-7987,David,Moran,"18451 Jeremy Gardens
West Jodi, MD 97937",melissamoore@example.org,1974-11-27,49,El Oro,Masculino,Marca no conocida,55000
0785102144,1966-12-07,Doctor/a,Sistemas Avanzados,4218-4171-0819-0278,John,Montoya,"834 Joshua Cliff Suite 719
Nunezville, WY 13312",bryan71@example.org,1970-04-30,54,El Oro,Masculino,Visa,48000
1691168840,1968-10-06,Licenciado/a,Grupo Tecnológico,5591-3989-2421-1290,Tina,Anderson,"9403 Krause Drives Apt. 629
East Matthewbury, MA 51834",chase40@example.org,1981-06-03,42,Pastaza,Femenino,MasterCard,20000
1464980798,1991-03-28,Doctor/a,Sistemas Avanzados,3006-6289-5775-1221,Jamie,Johnson,"765 Jennifer Street
Jeffberg, MH 34315",robinsondeborah@example.net,1985-07-30,38,Morona Santiago,Femenino,Marca no conocida,56000
1156965018,2019-03-19,Doctor/a,Desarrollos Innovadores,6832-7188-7709-0521,Abigail,Armstrong,"754 Erica Causeway Suite 309
Marshberg, TN 78912",danielle80@example.com,1971-12-26,52,Loja,Femenino,Marca no conocida,41000
0190895473,1997-11-30,Ingeniero/a,Soluciones Integrales,2514-1664-3135-7946,Amy,Russell,"427 Parker Summit
West Kaylatown, KY 55894",elizabeth85@example.org,1983-07-02,40,Azuay,Femenino,Marca no conocida,32000
3002946852,1982-09-06,Licenciado/a,Sistemas Avanzados,5437-0602-1710-0486,Gary,Nelson,"8781 Nelson Heights
East Collinfort, ID 88247",qbrock@example.com,1979-01-12,45,Fuera del país,Masculino,MasterCard,24000
0899880716,1978-08-04,Doctor/a,Sistemas Avanzados,8609-6398-1510-1052,Melissa,Banks,"9617 Gordon Mount Apt. 387
Palmermouth, GU 54451",plee@example.org,1979-07-28,44,Esmeraldas,Femenino,Marca no conocida,41000
0946545124,1984-01-27,Ingeniero/a,Grupo Tecnológico,1069-4804-7364-5048,Louis,Stephenson,"40113 Michael Springs
New Marcstad, NY 38912",moranelizabeth@example.com,1977-09-01,46,Guayas,Masculino,Marca no conocida,31000
3098080965,1988-05-23,Licenciado/a,Soluciones Integrales,5000-7893-7803-6988,Jason,Johnson,"Unit 3347 Box 3292
DPO AA 37153",uhoward@example.net,1973-10-04,50,Fuera del país,Masculino,Marca no conocida,25000
2231778615,2006-10-03,Licenciado/a,Grupo Tecnológico,3816-3168-1372-5396,Diana,Robinson,"192 Peterson Rapid Apt. 448
Bakerfurt, FL 68683",katherinemathews@example.org,1988-02-06,36,Orellana,Femenino,Marca no conocida,21000
2177088687,2014-08-27,Doctor/a,Grupo Tecnológico,3567-5631-0111-7562,Laurie,Anderson,"3306 Julie Turnpike
West Cynthiaside, CT 68515",joserice@example.net,1982-11-06,41,Sucumbíos,Femenino,Marca no conocida,48000
2390117603,1993-08-02,Ingeniero/a,Desarrollos Innovadores,4424-2749-5236-9556,Jeffrey,Stone,"85891 Tate Circles Apt. 955
New Williamstad, AS 91094",rebecca08@example.com,1980-01-17,44,Santo Domingo de los Tsáchilas,Masculino,Visa,33000
1091157817,1995-03-17,Arquitecto/a,Sistemas Avanzados,8230-2408-5630-2438,Andrea,Ferguson,"0881 Traci Crest
West Brian, ND 13068",tanya30@example.net,1979-06-27,44,Imbabura,Femenino,Marca no conocida,25000
0725571327,1987-03-22,Arquitecto/a,Grupo Tecnológico,9279-4560-1494-1531,Bianca,Shepard,"889 Williams Station
Anthonytown, UT 23106",mbrooks@example.org,1977-02-14,47,El Oro,Femenino,Marca no conocida,28000
0955283949,1984-03-01,Ingeniero/a,Desarrollos Innovadores,6971-7562-6355-0252,Melissa,Goodman,"Unit 8302 Box 4271
DPO AE 18740",henrytommy@example.com,1974-12-11,49,Guayas,Femenino,Marca no conocida,30000
1737615540,1982-08-02,Doctor/a,Soluciones Integrales,3225-8422-7519-8947,James,Nichols,"38432 Howard Points Apt. 682
Lake Gabrielaton, MO 44976",harrisonrenee@example.net,1973-01-11,51,Pichincha,Masculino,Marca no conocida,54000
2404513689,1985-08-07,Arquitecto/a,Soluciones Integrales,3279-5000-5548-6590,Laura,Randolph,"PSC 9353, Box 8745
APO AP 34185",christopherkeith@example.org,1985-01-25,39,Santa Elena,Femenino,Marca no conocida,25000
0921107893,1997-08-18,Ingeniero/a,Sistemas Avanzados,2180-6791-9563-5032,David,Leonard,"75803 Miller Turnpike Apt. 684
South Robert, NE 50257",brendarogers@example.com,1982-05-09,42,Guayas,Masculino,Marca no conocida,33000
1080717131,2014-08-16,Licenciado/a,Grupo Tecnológico,1548-5925-4050-0043,Jennifer,Johnson,"4696 Carrie Hill
North James, OH 61988",jennifer29@example.com,1990-04-28,34,Imbabura,Femenino,Marca no conocida,20000
0719773005,1965-07-14,Ingeniero/a,Desarrollos Innovadores,8041-9997-4021-3109,Pam,Chase,"407 Gardner Neck
Tiffanyside, SC 67771",ncarr@example.com,1988-11-01,35,El Oro,Femenino,Marca no conocida,32000
1651499259,2014-08-20,Licenciado/a,Grupo Tecnológico,1276-5748-3330-7490,Brenda,Garza,"578 Murray Mountain Apt. 527
New Elizabeth, GU 67204",james79@example.org,1979-10-27,44,Pastaza,Femenino,Marca no conocida,21000
0310253522,1972-07-30,Arquitecto/a,Soluciones Integrales,5397-8310-8321-4337,Scott,Anderson,"8842 Gordon Plain Apt. 046
South Ronaldland, NJ 97416",pricelisa@example.net,1987-07-23,36,Cañar,Masculino,MasterCard,28000
1120055130,1993-05-12,Arquitecto/a,Grupo Tecnológico,2728-2995-2676-5283,Julie,Strickland,"2996 Joan Loop
Hoodbury, TN 88767",lparker@example.net,1989-06-18,34,Loja,Femenino,Marca no conocida,28000
1386461995,1991-06-27,Ingeniero/a,Soluciones Integrales,3175-2835-0529-9951,Lori,Taylor,"4093 Shepherd Underpass Suite 621
Jessicastad, AL 61699",rebecca18@example.org,1974-04-09,50,Manabí,Femenino,Marca no conocida,31000
1715817852,1963-05-19,Arquitecto/a,Desarrollos Innovadores,4850-6124-9241-0889,Leslie,Oliver,"607 Morgan Gateway Apt. 960
Port Shannonmouth, SD 10983",thomaschase@example.org,1971-10-10,52,Pichincha,Femenino,Visa,26000
1134400471,1979-07-10,Doctor/a,Soluciones Integrales,7879-5133-4536-8227,Andrew,Carlson,"220 Justin Pass Apt. 611
West Abigail, NC 33553",alyssa50@example.org,1987-12-19,36,Loja,Masculino,Marca no conocida,53000
1744662939,2009-02-28,Licenciado/a,Sistemas Avanzados,4375-3263-7941-8626,Lisa,Martinez,"USNV Woods
FPO AP 56049",natalie91@example.net,1978-08-10,45,Pichincha,Femenino,Visa,21000
1544136015,1967-03-19,Licenciado/a,Sistemas Avanzados,5682-9402-1317-0250,Andrea,Hopkins,"PSC 2295, Box 3647
APO AE 09643",joannjackson@example.com,1986-07-01,37,Napo,Femenino,Marca no conocida,22000
1328722913,1984-05-07,Arquitecto/a,Sistemas Avanzados,5061-2246-2226-4624,Katherine,Ward,"28634 Brown Rapids Suite 435
Jenniferview, FL 36326",jorge31@example.net,1982-06-23,41,Manabí,Femenino,Marca no conocida,28000
1208215230,2016-09-06,Doctor/a,Soluciones Integrales,7044-8413-8613-5374,Sally,Flores,"487 Walters Underpass Suite 959
Marshallside, VT 43876",qshaffer@example.com,1988-02-14,36,Los Ríos,Femenino,Marca no conocida,55000
1995185766,2002-02-03,Ingeniero/a,Sistemas Avanzados,4260-4171-3255-7639,Amber,Harmon,"6342 Daniel Burg Apt. 401
South Jonathan, GA 18581",samantha18@example.net,1975-01-12,49,Zamora Chinchipe,Femenino,Visa,35000
0548184800,2016-07-10,Licenciado/a,Sistemas Avanzados,3326-8262-7976-5842,Sherry,Terry,"USNS Smith
FPO AP 86312",fostergilbert@example.com,1978-04-12,46,Cotopaxi,Femenino,Marca no conocida,24000
0173183954,2006-01-05,Licenciado/a,Sistemas Avanzados,0544-4409-6466-7270,Mark,Adams,"26981 Michele Parkway Apt. 191
Cruzmouth, IL 38348",charlesmurray@example.com,1978-09-28,45,Azuay,Masculino,Marca no conocida,23000
1898081526,1994-04-24,Doctor/a,Grupo Tecnológico,1293-3023-8534-3217,Matthew,Horn,"580 Zachary Stream
Williamstown, RI 20711",lucasraymond@example.net,1974-10-21,49,Tungurahua,Masculino,Marca no conocida,58000
2386684341,1968-11-20,Doctor/a,Sistemas Avanzados,4383-9825-4830-7815,Mary,Bradford,"Unit 7162 Box 4183
DPO AE 42103",jacqueline11@example.org,1988-12-21,35,Santo Domingo de los Tsáchilas,Femenino,Visa,53000
0453349294,1998-01-18,Doctor/a,Desarrollos Innovadores,9774-1064-4362-8229,Joe,Williams,"63220 Nunez Trace Apt. 025
Jeanshire, NV 52696",georgedavies@example.org,1983-09-06,40,Carchi,Masculino,Marca no conocida,40000
2442512099,1963-04-15,Licenciado/a,Desarrollos Innovadores,9495-1199-2164-5908,Mitchell,Gamble,"56458 Jeffrey Street Apt. 920
Tammyfurt, NE 71249",pstevens@example.org,1970-05-06,54,Santa Elena,Masculino,Marca no conocida,24000
1082261532,2015-09-17,Licenciado/a,Grupo Tecnológico,2289-5463-1234-3015,John,White,"275 Wilson Heights
Stephanieside, AS 43090",thomascheryl@example.org,1973-02-18,51,Imbabura,Masculino,Marca no conocida,23000
1594286204,2008-11-29,Ingeniero/a,Desarrollos Innovadores,8136-3557-5654-4100,Jacob,Robertson,"7668 Robert Shoals
West Robertland, MN 31408",taylorgrimes@example.net,1985-01-06,39,Napo,Masculino,Marca no conocida,32000
1343221661,1989-03-25,Licenciado/a,Grupo Tecnológico,0356-4506-7949-3313,Maria,Norris,"152 Morrow Gardens Suite 137
North Sara, WY 96798",james73@example.org,1980-08-23,43,Manabí,Femenino,Marca no conocida,20000
1624656988,1993-02-16,Ingeniero/a,Sistemas Avanzados,8516-9867-2332-7922,Erica,Robinson,"Unit 2337 Box 2347
DPO AE 58565",murphyelizabeth@example.com,1988-05-03,36,Pastaza,Femenino,Marca no conocida,32000
0294330739,1973-12-27,Arquitecto/a,Sistemas Avanzados,9435-5250-8026-7364,William,Ramirez,"45206 Michael Oval
Karamouth, AZ 10949",ilowery@example.net,1979-08-21,44,Bolivar,Masculino,Marca no conocida,28000
1310758665,1969-06-21,Licenciado/a,Sistemas Avanzados,0330-9431-8837-9802,Christina,Erickson,"52231 Kristin Views
Lake Cherylport, UT 52465",lambertmonica@example.net,1989-11-12,34,Manabí,Femenino,Marca no conocida,24000
0894959684,1975-10-24,Ingeniero/a,Grupo Tecnológico,8742-9285-7662-6532,Jennifer,Thompson,"67324 Johnson Overpass Suite 075
Jacquelineview, IL 97701",ryan92@example.org,1983-02-11,41,Esmeraldas,Femenino,Marca no conocida,35000
0614477444,1964-06-27,Arquitecto/a,Soluciones Integrales,6500-4954-2248-7464,Alicia,Wallace,"270 Timothy Park Apt. 028
Toddview, MO 03893",emily13@example.net,1971-05-08,53,Chimborazo,Femenino,Discover,27000
0282865458,2004-07-24,Licenciado/a,Grupo Tecnológico,8914-5097-8972-7765,Paul,Howard,"02103 Mark Extension Suite 150
Jacksonfort, WI 07701",jonespatricia@example.org,1973-10-02,50,Bolivar,Masculino,Marca no conocida,24000
1271745694,1995-12-10,Ingeniero/a,Desarrollos Innovadores,6998-2075-3726-7199,Jessica,Cox,"9655 Kathleen Grove Apt. 590
Port Stephenburgh, ID 87998",fsalazar@example.com,1986-01-18,38,Los Ríos,Femenino,Marca no conocida,33000
1880029665,1997-02-20,Doctor/a,Desarrollos Innovadores,5706-4762-6116-0384,Lisa,Campbell,"9156 Katherine Pines Apt. 401
Lake Laurenburgh, WA 74863",upena@example.org,1984-01-09,40,Tungurahua,Femenino,Marca no conocida,53000
1391392236,2016-07-01,Ingeniero/a,Grupo Tecnológico,3007-1477-7854-9633,William,Perkins,"19470 Barbara Stream
New Jasonburgh, MA 15280",paul28@example.net,1990-09-15,33,Manabí,Masculino,Marca no conocida,31000
2131541182,2005-07-03,Ingeniero/a,Sistemas Avanzados,8099-8761-2813-1684,Martha,Baker,"PSC 7200, Box 5476
APO AA 64215",lauramitchell@example.com,1976-10-24,47,Sucumbíos,Femenino,Marca no conocida,31000
1162680607,2020-07-17,Licenciado/a,Sistemas Avanzados,1774-6279-8439-2112,David,Lozano,"03792 Sarah Lakes Suite 667
Kyleland, OR 68527",coxholly@example.com,1981-09-05,42,Loja,Masculino,Marca no conocida,23000
2008816159,2013-08-07,Licenciado/a,Desarrollos Innovadores,4108-8423-5499-9526,Matthew,Gibbs,"PSC 4441, Box 2868
APO AE 19813",james57@example.org,1972-07-18,51,Galápagos,Masculino,Visa,22000
1421407080,2008-12-17,Arquitecto/a,Grupo Tecnológico,0437-7007-6855-8731,Victoria,Dominguez,"478 David Fields Suite 219
New Connie, MA 51438",davidrivers@example.net,1987-09-30,36,Morona Santiago,Femenino,Marca no conocida,28000
0483681501,1964-06-21,Ingeniero/a,Desarrollos Innovadores,9511-7033-9067-4704,Melinda,Adams,"603 Yvonne Rapids
Daniellechester, CO 22761",slewis@example.org,1972-03-01,52,Carchi,Femenino,Marca no conocida,34000
2283169365,1997-06-27,Doctor/a,Soluciones Integrales,2846-9180-4773-5714,Manuel,Brown,"25965 Curry Shore Suite 112
Jasonton, MO 86439",anthonychavez@example.net,1985-04-16,39,Orellana,Masculino,Marca no conocida,41000
0205706370,1999-12-11,Ingeniero/a,Soluciones Integrales,7336-6194-1155-8561,Stephen,Perkins,"549 Brock Rue
Lake Jordan, CO 76691",john54@example.org,1978-01-09,46,Bolivar,Masculino,Marca no conocida,31000
0413259170,1971-01-02,Doctor/a,Desarrollos Innovadores,4518-6028-0878-6433,Dana,Donovan,"3716 Zachary Ridges Suite 658
Roberttown, ME 56699",audreyrivera@example.org,1983-02-01,41,Carchi,Femenino,Visa,41000
1430083755,2001-02-01,Ingeniero/a,Grupo Tecnológico,0164-2075-6524-8479,Jason,Miller,"Unit 3434 Box 7124
DPO AE 97479",jsmith@example.net,1984-07-12,39,Morona Santiago,Masculino,Marca no conocida,34000
1845082616,1961-11-10,Licenciado/a,Desarrollos Innovadores,2944-4136-2374-2933,Deborah,Petersen,"8008 Allison Junction Apt. 397
South Reginaville, DE 41394",mariohuffman@example.org,1975-08-31,48,Tungurahua,Femenino,Marca no conocida,23000
1105608406,2000-08-08,Licenciado/a,Soluciones Integrales,0499-2162-2608-0280,Brandon,Jackson,"901 Lamb Valley Suite 636
North Michellestad, NC 82644",victor56@example.org,1982-03-24,42,Loja,Masculino,Marca no conocida,24000
1358408882,2017-11-10,Doctor/a,Sistemas Avanzados,9893-6199-8989-1639,Chad,Mcbride,"76609 Deanna Crescent
Merritttown, PA 27361",sheri26@example.com,1978-08-11,45,Manabí,Masculino,Marca no conocida,59000
0432520517,2000-06-17,Licenciado/a,Grupo Tecnológico,5417-3975-5818-2286,Jerry,Patel,"196 Thomas Landing Apt. 781
Alexandershire, VA 08142",ricesteven@example.net,1985-07-10,38,Carchi,Masculino,MasterCard,21000
2369839095,1966-05-01,Licenciado/a,Soluciones Integrales,7932-4599-2999-4854,Barbara,Alvarado,"644 Jones Ways Suite 558
Haleside, AZ 60875",william23@example.net,1987-07-25,36,Santo Domingo de los Tsáchilas,Femenino,Marca no conocida,23000
1709881795,1981-07-20,Licenciado/a,Grupo Tecnológico,4923-1112-4212-7580,Stephen,Walker,"79071 Cooper Ranch Apt. 425
Wileyburgh, TN 80224",gilldavid@example.net,1976-12-26,47,Pichincha,Masculino,Visa,23000
3023901110,1968-08-09,Arquitecto/a,Sistemas Avanzados,4067-0162-1349-9384,Ryan,Gibbs,"63769 Anna Motorway
Jessicaside, KY 22997",fgarcia@example.net,1975-10-26,48,Fuera del país,Masculino,Visa,28000
1434472168,2018-03-25,Ingeniero/a,Soluciones Integrales,2827-7830-0329-5420,Robert,Doyle,"4538 Jonathan Dale Apt. 990
New Audreymouth, SD 18912",barbara54@example.net,1989-04-02,35,Morona Santiago,Masculino,Marca no conocida,33000
1018633259,1980-01-23,Doctor/a,Desarrollos Innovadores,6017-6573-0464-9255,Kelsey,Harris,"3592 Vasquez Burgs
South Danville, NH 14398",freemandrew@example.com,1984-03-05,40,Imbabura,Femenino,Marca no conocida,48000
1557079478,1992-01-10,Arquitecto/a,Sistemas Avanzados,5540-1694-0392-3402,Dwayne,Golden,"402 Anna View
Julieborough, ID 25416",sryan@example.net,1985-06-16,38,Napo,Masculino,MasterCard,27000
1348149013,1970-03-11,Ingeniero/a,Grupo Tecnológico,0044-2560-0105-0338,Thomas,Richmond,"06464 Alexis Tunnel
New Ricky, MS 61855",mmitchell@example.net,1977-06-11,46,Manabí,Masculino,Marca no conocida,30000
2168579775,2013-02-23,Licenciado/a,Soluciones Integrales,5028-6531-1742-5240,Dylan,Garcia,"5847 Cameron Points Apt. 323
West Stephen, PA 93819",andersondaniel@example.org,1974-11-27,49,Sucumbíos,Masculino,Marca no conocida,21000
0462551426,2017-03-02,Arquitecto/a,Sistemas Avanzados,0991-5638-6086-2181,Lindsey,Williams,"2231 Mullins Route
Whitakerside, NY 27800",virginiaritter@example.org,1980-09-04,43,Carchi,Femenino,Marca no conocida,29000
0623211603,2016-05-07,Arquitecto/a,Sistemas Avanzados,4350-1082-9030-1557,Janice,Fisher,"38522 Marshall Knoll
South Melissaview, IA 69027",jayballard@example.com,1981-04-28,43,Chimborazo,Femenino,Visa,27000
1656593426,1996-02-07,Doctor/a,Soluciones Integrales,9144-0462-4353-6360,Rachael,Lane,"478 Schaefer Tunnel
Martinezburgh, MO 77665",qarcher@example.org,1976-11-14,47,Pastaza,Femenino,Marca no conocida,48000
0738943329,1974-03-08,Licenciado/a,Sistemas Avanzados,6591-2742-9047-0680,Tony,Jennings,"3075 Park Falls Suite 658
Wangberg, GU 72914",melissa81@example.com,1982-01-04,42,El Oro,Masculino,Discover,25000
1673488610,1987-01-21,Ingeniero/a,Soluciones Integrales,8344-2292-8319-9617,Samantha,Morris,"43041 Christina Harbor Apt. 494
Buchananstad, GA 21864",michelle60@example.com,1986-08-02,37,Pastaza,Femenino,Marca no conocida,32000
1008168954,2003-12-26,Ingeniero/a,Sistemas Avanzados,5614-7620-7832-5840,Summer,Brown,"8821 Kramer Spurs Suite 127
North Cynthiafurt, ID 95211",michelle25@example.net,1986-04-12,38,Imbabura,Masculino,Marca no conocida,34000
1545756461,1978-12-21,Arquitecto/a,Soluciones Integrales,1108-3935-7743-3391,Joseph,Hartman,"790 Ariel Junction Apt. 278
East Kimberly, KS 70784",sandra33@example.net,1970-11-17,53,Napo,Masculino,Marca no conocida,30000
1222956755,2017-11-13,Arquitecto/a,Grupo Tecnológico,3547-5904-6959-6846,Jeffrey,Morales,"11795 Morgan Lake Apt. 392
South Robert, ME 51350",denisechambers@example.org,1970-06-30,53,Los Ríos,Masculino,Marca no conocida,26000
2315883319,1962-06-12,Licenciado/a,Desarrollos Innovadores,2389-9479-5789-7811,Kevin,Skinner,"USCGC Turner
FPO AA 52658",xmiller@example.net,1988-12-09,35,Santo Domingo de los Tsáchilas,Masculino,Marca no conocida,22000
0808754149,1996-11-23,Licenciado/a,Soluciones Integrales,5461-0298-1316-0656,Jennifer,Lucas,"3751 Nelson Camp Suite 858
New Eric, FL 62389",lindsey43@example.net,1976-04-02,48,Esmeraldas,Femenino,MasterCard,23000
1092790085,1964-05-27,Arquitecto/a,Soluciones Integrales,3091-7412-3861-0715,Brittany,Owens,"427 Carol Bridge
East Ashley, HI 35039",fergusonpamela@example.net,1981-09-16,42,Imbabura,Femenino,Marca no conocida,30000
0262268338,1971-10-19,Licenciado/a,Soluciones Integrales,0062-6539-6972-2978,Stephanie,Smith,"46560 Baker Stream
Lake Catherine, NV 69184",rhonda17@example.org,1986-12-30,37,Bolivar,Femenino,Marca no conocida,24000
0473473883,1986-05-02,Ingeniero/a,Sistemas Avanzados,7802-9563-2741-8727,Jane,Roberson,"3883 Clinton Dam Apt. 257
Andrewstad, CO 68769",richardsonjames@example.org,1972-04-06,52,Carchi,Femenino,Marca no conocida,34000
0848056210,2013-03-14,Doctor/a,Grupo Tecnológico,2712-2697-3068-1576,Tanner,Collins,"9678 Wolfe Islands
Robbinsshire, WI 23672",nreeves@example.net,1980-03-09,44,Esmeraldas,Masculino,Marca no conocida,38000
1638525303,1989-12-02,Licenciado/a,Sistemas Avanzados,0236-8478-6683-4277,Kendra,Diaz,"66253 Thomas Pike Suite 719
Carterborough, KY 18510",klinegarrett@example.com,1974-12-13,49,Pastaza,Femenino,Marca no conocida,21000
0155225822,1966-12-11,Doctor/a,Sistemas Avanzados,1936-1727-1945-9727,Rachel,Welch,"536 Susan Road Apt. 301
North Michellechester, WY 99441",hannahsmith@example.com,1988-06-07,35,Azuay,Femenino,Marca no conocida,54000
2171332790,1968-07-04,Doctor/a,Sistemas Avanzados,2431-0732-7005-0832,Christopher,Hicks,"0017 Brown Tunnel
West Elizabeth, TN 60813",thomasmichelle@example.net,1988-09-13,35,Sucumbíos,Masculino,Marca no conocida,47000
